arrived_at,num_prefill_tokens,num_decode_tokens
0.360451065062368,23771,350
0.7107043867751797,254710,350
1.068239769065173,111061,350
1.110187938458214,71877,350
1.1231470688477758,18485,350
1.3409372511125661,48364,350
1.5523256610462353,20137,350
2.0207358494344656,59374,350
2.0326240349192495,49203,350
2.189529709063652,1545634,350
2.200089875000355,27319,350
2.3633617832498244,61434,350
2.622931101523259,2173451,350
2.6809363226012066,59374,350
2.865581849237125,14494,350
2.888636310080637,323980,350
2.902366035326543,249249,350
2.949619289019555,264209,350
3.08473162415751,351856,350
3.146648465197763,231235,350
3.333662850477167,27990,350
3.3671825464610228,1546006,350
3.6427403072023217,2173451,350
3.826711201237443,652448,350
3.9250314642004116,276283,350
3.9875632042771456,163193,350
4.055527175686181,434292,350
4.067082969847449,377008,350
4.094014342317397,162715,350
4.196761036710838,14372,350
4.255033935685324,77479,350
4.444570196189837,377008,350
4.550790680060321,17575,350
4.586462337376365,164212,350
4.655591023471938,112424,350
4.751776441341581,61434,350
4.803325670942449,71877,350
4.851588222802466,361723,350
4.983359539473012,147224,350
5.0278793609016175,174897,350
5.227834746963369,18485,350
5.43636008223262,126119,350
5.598891255840595,167856,350
5.609840033648756,139400,350
5.779865146350818,17575,350
5.982914319943797,27293,350
6.151136156744011,28929,350
6.19312253159205,88343,350
6.24123890206222,61089,350
6.266086864176402,157573,350
6.31921482709866,99128,350
6.322384205870742,21050,350
6.3474751198311194,287670,350
6.544635066539839,113221,350
7.143698975263203,891285,350
7.228187444886687,31876,350
7.270772107795357,946816,350
7.3304057290708045,102411,350
7.384579975387883,1430037,350
7.4040152982100125,2612782,350
7.566432859660029,308717,350
7.77270705059218,12574,350
7.998765391018388,21268,350
8.794849768193767,47558,350
9.110690882852952,104524,350
9.357297455640895,112596,350
9.513742955187611,323992,350
9.60257716792536,323988,350
9.609241869015593,72968,350
9.752660577684289,4063156,350
9.845821460366889,285739,350
10.071902626050486,94274,350
10.375950839117388,652448,350
10.425736268607235,112518,350
10.433195147348423,155602,350
10.571849155612707,83658,350
10.954670654832205,31195,350
11.077769844728525,128070,350
11.397251536759166,202083,350
11.510147300678181,629129,350
11.707147907521346,1546006,350
11.750443708823266,173767,350
11.770596220193383,22355,350
11.791957664382332,95541,350
11.809601190330621,142961,350
11.817798059732949,417340,350
12.075158358307833,46931,350
12.14241697881262,30522,350
12.20030772284037,144764,350
12.340481536122429,144180,350
12.368557616402516,285739,350
12.656157682647141,323924,350
12.84985424028439,48364,350
12.899215888860208,77348,350
12.92928962414843,46473,350
13.0089027589713,283988,350
13.054604538552525,21268,350
13.065959665822742,28460,350
13.141455887479731,51522,350
13.47906886569579,206823,350
13.630320730367506,18485,350
14.092451348900065,59374,350
14.39926279194851,2253483,350
14.566862806767341,143673,350
14.844314140365519,150256,350
14.953299250345562,36774,350
15.113396590075842,135830,350
15.170400920833705,93169,350
15.203242619746073,40119,350
15.524819438924956,41547,350
15.545854365757078,168539,350
15.574025129626715,102411,350
15.620538133761002,434292,350
15.765590514596648,155525,350
15.827635353580225,157201,350
15.930256483312604,180936,350
16.254061415984978,130160,350
16.485203880158032,46478,350
16.66080312909172,174772,350
16.686432803823145,22752,350
16.86475678233783,112596,350
16.932894463237364,279862,350
16.95144972514048,88343,350
17.011333640891156,33893,350
17.021911967156722,46242,350
17.159106142587152,72968,350
17.30478484146065,323980,350
17.34890779637894,4823251,350
17.355780572544774,210699,350
17.764972543607822,71877,350
17.886081862878257,149956,350
18.109181231662458,92201,350
18.162074018185827,14372,350
18.413408480449398,47554,350
18.65947615805301,196032,350
18.67343900353445,353012,350
19.48777028869458,174815,350
19.5887592209458,46490,350
19.798318204944326,187384,350
19.834854779406275,150211,350
19.982354231639135,121043,350
20.02526922244073,28873,350
20.267239977679516,1131859,350
20.33666659718211,213110,350
20.453472772236474,91879,350
20.53264377274858,231235,350
20.64561379541584,126119,350
20.71642353124866,201924,350
20.808326670090025,587293,350
20.812632743773175,179901,350
21.050640087176472,34024,350
21.426899215862864,121043,350
21.513999595582668,48364,350
22.02435781097899,134643,350
22.049558185211037,1562167,350
22.467046582352957,83658,350
22.52167243457542,34513,350
22.621921049289394,16634,350
22.987287509821833,112369,350
23.00631673514871,22752,350
23.034950162447256,155254,350
23.236228821135608,110690,350
23.383512017762417,379225,350
23.42668575685476,124431,350
23.49315626557863,434292,350
23.605577712462,24140,350
23.890398609263436,47554,350
23.94411980871787,121043,350
24.058822185663175,66471,350
24.111923418112507,163775,350
24.157548382633028,92201,350
24.477419776121504,471679,350
24.56086550891961,44227,350
24.76167889249684,93928,350
24.8070615878151,143164,350
24.83495290625755,4063051,350
25.006228441668185,142883,350
25.218740205708425,167856,350
25.36130189159333,142277,350
25.539315626680587,77479,350
25.692067114742255,113235,350
25.855778651622632,116036,350
26.193812025160078,41999,350
26.61712072827004,27293,350
26.71642467737983,112518,350
26.730029615536083,28873,350
26.94048453384162,24037,350
27.067350138951273,288767,350
27.433237183495816,113221,350
27.589829895036416,34327,350
27.610859823810525,155188,350
27.76816228000304,219434,350
27.853986074521377,28714,350
27.871247864540795,22355,350
27.912304852565775,3150519,350
28.433450218861907,498014,350
28.49385910336219,18159,350
28.532553387154344,247752,350
28.599135992222035,22205,350
28.909084174353957,301853,350
29.07232797893758,496383,350
29.101968921875514,47558,350
29.103187725898458,12115,350
29.168858417887662,162715,350
29.19144116913182,54519,350
29.501405499266504,116080,350
29.517385738576365,142318,350
29.619970834559933,227407,350
29.772523678243864,165144,350
30.202809344489264,46478,350
30.246359292973292,170037,350
30.506596159496965,21268,350
30.621089318719182,695002,350
30.880462638367273,46580,350
30.934155302231858,132995,350
30.984045705431896,17592,350
31.02194271075503,184026,350
31.178448980906538,18050,350
31.275844274773895,112541,350
31.405691248156966,34024,350
31.598019340343665,137654,350
31.771044443341275,241122,350
31.927760828145566,155587,350
32.13746812046078,179901,350
32.14263106250658,40436,350
32.368259226507526,16581,350
32.56322343589633,116080,350
32.628990024070916,40112,350
32.66493115701389,155579,350
32.771470049916395,174735,350
33.075172560581855,155587,350
33.12403733772762,46242,350
33.33892328046405,16581,350
33.78405939570467,238835,350
33.843853199407,61166,350
34.48894647687774,104785,350
34.498001346851595,26003,350
34.50357630571628,142318,350
34.78203338579214,32400,350
34.878793229172935,43146,350
34.96965471363251,1247478,350
35.26338444249069,44227,350
35.6344488662775,18082,350
35.75802883667165,137654,350
36.07385423232629,36632,350
36.22534896204777,92223,350
36.30053081557056,308717,350
36.33700645524701,1545718,350
36.54341803635543,1247478,350
36.86439009687966,1047235,350
37.26467300015737,35478,350
37.30995195778575,20602,350
37.46374501380731,61166,350
37.54070204989872,206590,350
37.797362982399655,212646,350
37.83045360667723,293350,350
37.83929116062931,323978,350
37.89340122019307,110659,350
37.90399497795657,164605,350
37.974625217705075,104785,350
38.04777064621751,33598,350
38.06477052510488,241122,350
38.52762364007286,83658,350
38.57292803783947,213483,350
38.752353499108864,61250,350
38.78244653849861,52080,350
38.85872344347364,74248,350
38.87225323563023,241740,350
38.88992069754368,672356,350
38.89159254699062,174735,350
39.133776514263964,3442901,350
39.187038093864906,46537,350
39.29088105012696,635271,350
39.42115788516873,1545939,350
39.44811636041893,24140,350
39.88786852970597,164605,350
39.96982420593272,113218,350
39.98112484002434,1545966,350
39.997323330474096,51013,350
40.071736119824116,151085,350
40.090775271531214,1521576,350
40.13969979088307,13302,350
40.25114428446178,573499,350
40.25736573962045,319223,350
40.31117304914399,45233,350
40.54653859011026,21050,350
40.5577112602423,36901,350
40.70319221587677,539276,350
40.71075890942301,116036,350
41.11227446842106,30316,350
41.15038479573473,18159,350
41.18712873966146,1545966,350
41.35056307641234,21017,350
41.68929874380858,43146,350
42.167220322423994,139122,350
42.37437567359068,207682,350
42.63338791194792,71877,350
42.797832628242965,70889,350
42.8266986822428,71138,350
43.00145919349102,27293,350
43.026478727825776,539277,350
43.17477898299346,164212,350
43.28981014887238,1131859,350
43.343418000640895,132844,350
43.44988640607753,36774,350
43.585156906403384,67532,350
43.61989706479677,93169,350
43.68257814668808,23659,350
43.745955682568614,173745,350
43.762810953358034,20427,350
43.80623607549698,24291,350
43.9600684103423,142307,350
44.13924312474797,74248,350
44.22528946923211,188910,350
44.31523543889713,283699,350
44.37488449133225,102422,350
44.54978990495539,30017,350
44.610695843798354,23771,350
44.754349266799835,46580,350
44.85031801076846,357795,350
44.940315170446105,89004,350
45.37108816745644,34502,350
45.69265543934603,14494,350
45.83567613672171,165563,350
46.01452249772603,139122,350
46.03670692325578,173745,350
46.1061977216491,21268,350
46.301504248323035,35478,350
46.454879241629584,139400,350
46.49036878848699,113234,350
46.956012489559946,93928,350
46.961766547616286,31285,350
47.12868765459999,88158,350
47.14314456967039,48364,350
47.51155519013132,31109,350
47.52453557644008,20386,350
47.757168239753454,632241,350
47.784315954901565,201924,350
48.46505523061682,140210,350
48.55172483773329,32738,350
48.72777982991981,202606,350
48.87461479248412,46470,350
48.97504844806452,21229,350
49.19124483652815,35160,350
49.30219127512667,53926,350
49.71307623881087,151176,350
49.72222854970582,31286,350
50.52565665677858,488058,350
50.64977068239208,93169,350
50.693974472349396,2173451,350
50.781914893019135,2461162,350
50.9682791912979,22752,350
51.117726999629625,174815,350
51.430696521161366,210699,350
51.77188665726131,3442901,350
51.913647790290305,77479,350
52.149677166643194,36901,350
52.25045313536617,160489,350
52.2676969749152,346818,350
52.34923918804515,41999,350
52.39331919993089,33598,350
52.68895161277844,13256,350
52.72326997011466,20892,350
52.91428907778699,46242,350
53.25504070530657,174735,350
53.27510972570767,17592,350
53.41744209987003,35287,350
53.808511153759554,207682,350
53.885871268261745,434292,350
53.959658478470736,99128,350
54.059215104756355,450571,350
54.09009140655559,140114,350
54.11709063534631,323988,350
54.582915446414304,143012,350
54.94288245410739,20578,350
55.03116540310604,629129,350
55.07966465470009,20892,350
55.28118779193172,2461162,350
55.93304604867662,298003,350
56.257977412306225,143781,350
56.33085348936412,33893,350
56.430140217982675,285739,350
56.59438524590366,94274,350
56.706952373142286,206823,350
56.75553838115893,4270809,350
56.80368715297176,90106,350
56.966070767350416,174735,350
57.48975988692718,766247,350
57.518496648095415,400918,350
57.69678956382054,151102,350
58.09029508535759,31286,350
58.09220481161077,26259,350
58.17446360090002,71138,350
58.376553132287874,21431,350
58.717394678605245,155525,350
59.139792717847286,66743,350
59.18986904212277,20427,350
59.20045191329133,539476,350
59.25163296853947,59374,350
59.37291199203305,137219,350
59.41260923746418,496383,350
59.476987618848746,30796,350
59.68972679515849,11840,350
59.692361398500665,276196,350
59.958709199493505,91879,350
59.96187924165991,39977,350
60.10543971724907,52080,350
60.114293209405524,60529,350
60.16227671532616,110690,350
60.24984923057224,144764,350
60.57598047592498,224234,350
60.60833768633366,464480,350
61.1909335074697,30316,350
61.51749843929224,224234,350
61.529374332876934,32122,350
61.53071383098257,210699,350
61.55616865428877,142277,350
61.70229186788924,27319,350
62.62719436389497,48812,350
62.68044700022199,113235,350
62.88998959563747,116036,350
62.90256538077533,104033,350
63.13665970686104,148948,350
63.43473331885829,383104,350
63.7671177672186,126119,350
64.10456858486884,118927,350
64.35126929384559,39977,350
64.3639818246163,199475,350
64.48753332292202,18694,350
64.55295133357444,92201,350
64.62318649399502,22355,350
64.95806118515465,174735,350
65.2811664298898,127041,350
65.45648794634043,20602,350
65.49420369145041,46473,350
65.65948706860345,1562167,350
65.7025801172718,573499,350
65.92514992535591,61250,350
65.95415418179402,89004,350
66.13163001509463,459249,350
66.20288489483823,30889,350
66.21705136382255,158311,350
66.42395958125226,31109,350
66.44299118862992,201924,350
67.08362431386554,379225,350
67.1824038648817,18694,350
67.23564528253208,113218,350
67.2655467293544,1521576,350
67.37491288901616,219434,350
67.58347568834587,899024,350
67.84977207447008,323980,350
67.98156227497327,4063051,350
68.48945720805526,25507,350
68.72208145783446,12115,350
68.74883368965624,1545634,350
69.23400784189435,382492,350
69.2945542442786,207682,350
69.80429647522226,155188,350
69.8508077460235,22752,350
69.92964603819819,199475,350
70.1014875872831,31109,350
70.11253456480712,130160,350
70.50744059909162,323924,350
70.57470039848648,3150519,350
70.61357371243014,282826,350
70.62267521060963,14074,350
70.62649416658817,160489,350
70.63086493498551,285739,350
70.68803323432836,459249,350
70.74277642635242,34513,350
70.89578437551494,227407,350
71.23911480923947,1562167,350
71.41491305094276,179901,350
71.5784001853493,167856,350
71.66143465720374,134643,350
71.80656526093814,151085,350
71.92659896486184,35160,350
71.93464867576333,120792,350
71.97493652017137,323980,350
72.01380687830283,35287,350
72.02532992123393,18159,350
72.09390953858586,35160,350
72.10280229445752,178082,350
72.3283351209284,88158,350
72.55918451009012,28873,350
72.57533664195003,243929,350
72.5882560611115,28929,350
73.05748138144129,31876,350
73.10451410084278,34327,350
73.21014186014413,18685,350
73.30230432357804,241740,350
73.49319402647771,135830,350
73.64859824525998,113234,350
73.99170086787836,92201,350
74.01996363263807,102411,350
74.1747771285701,1545939,350
74.23920869405367,308717,350
74.34637834407981,52080,350
74.9677454145539,140114,350
75.04887755895341,62334,350
75.22564745549661,573499,350
75.32162777546797,27753,350
75.35107856389754,254710,350
75.35402265201024,22411,350
75.58786619688269,1563064,350
75.60220340260948,587293,350
75.63162605781193,4270809,350
75.76851480905732,417340,350
75.82450058100784,81184,350
75.91624087182431,55163,350
76.01005289216592,13256,350
76.0136750361703,255501,350
76.34449157362735,165563,350
76.95258198290539,459249,350
77.05521522234086,213483,350
77.11714309239255,323992,350
77.45758368082069,1546006,350
77.53796724761574,29063,350
77.68391168430131,2154194,350
77.99408579129775,27048,350
78.05866781468872,95541,350
78.34738861162356,146374,350
78.51879775889354,635271,350
78.67268252601625,113229,350
78.9373877110998,139400,350
78.93957929724029,148251,350
78.99554957813297,102411,350
79.02936494524283,90106,350
79.07863620917472,186618,350
79.14193668434788,139122,350
79.1805336889607,59374,350
79.26992682587948,48364,350
79.32284292838992,32274,350
79.40694221366937,13302,350
79.50451818406344,128341,350
79.54515532222979,88158,350
79.69061379354406,262109,350
79.86689821469714,94274,350
80.1004392003018,319223,350
80.134872626213,142883,350
80.28359842018395,1047235,350
80.48929101383085,342342,350
80.49643661672106,56878,350
80.58193910065295,40626,350
80.72446787682733,108256,350
80.76908953914999,427772,350
81.0447221869791,24291,350
81.23890530723722,112202,350
81.26735361497869,111061,350
81.35682738836321,24739,350
81.85951577094983,946816,350
81.97913937110778,766247,350
82.19232098649391,92227,350
82.56321378811813,94274,350
82.65210452681018,765830,350
82.66665647579877,45851,350
82.70385065903018,150256,350
82.80330313401993,165144,350
82.89127938285327,128517,350
83.0128998769502,1002204,350
83.21060358532289,18050,350
83.43853827635037,168539,350
83.59839236950366,72425,350
84.02723128871934,206590,350
84.56922707079548,99128,350
84.7648918458509,34024,350
85.05674395697345,148948,350
85.1339754908427,142961,350
85.15559989511203,213483,350
85.28178786567196,20657,350
85.67014012907148,891285,350
85.69413051492785,31285,350
85.7598080582188,27327,350
85.90945902127824,196623,350
85.99556210887029,52184,350
86.00359555869831,112202,350
86.62656695909267,20386,350
86.74307115205569,31285,350
86.78686908803579,105748,350
86.86149325730025,255501,350
86.8659106718938,635271,350
86.98661260514879,255501,350
87.23336777556635,79212,350
87.35436689524006,27319,350
87.57699880506304,822685,350
87.67827336021413,181744,350
87.89668683888371,1430037,350
88.00268496241667,1131859,350
88.15597630558807,130160,350
88.4442086527417,143781,350
89.10267790525603,27753,350
89.18334767491315,213438,350
89.69986855274185,143290,350
89.71666711923739,150914,350
89.8528769083599,149956,350
89.95820306902259,143733,350
90.08757135200713,400918,350
90.36448372442825,155579,350
90.43852292655441,199475,350
91.06842298865861,179901,350
91.18746942972626,98145,350
91.40664995762386,33893,350
91.53999687250928,174815,350
91.65050511719754,107487,350
91.7367588149795,20892,350
91.74041327645169,946816,350
92.32945621831628,22752,350
92.48563796095712,255501,350
92.89942363101979,66472,350
93.50570980328501,12574,350
93.73797476712463,15990,350
93.80981573611251,112369,350
93.90489768892536,217079,350
93.91984064060493,92894,350
94.27520642856106,67532,350
94.45144598154207,22760,350
94.86337877516362,128070,350
95.2266613615248,632241,350
95.23281589626744,227407,350
95.49740902242783,43146,350
95.51929327588826,23659,350
95.53075173679598,40112,350
95.70113732674696,19621,350
95.79238700460637,49756,350
96.02860243035798,196032,350
96.51897646742837,143673,350
96.60146372998375,377008,350
96.73995873857277,28573,350
96.74042747003013,61166,350
96.77508331973954,45851,350
96.94319104602945,342342,350
96.94506497776554,36774,350
97.10218031907962,155602,350
97.25100317548069,83658,350
97.26559238768478,382492,350
97.65541745701522,112424,350
97.87305089327985,20892,350
98.23240153210712,40436,350
98.25732047403437,802866,350
98.46769498651234,137219,350
98.5307095400383,26594,350
98.98729694973625,241740,350
99.08692283485503,81184,350
99.23145592610538,142883,350
99.28030470428459,219434,350
99.37676455369825,539276,350
99.58572487374894,71141,350
99.74509260188869,276196,350
99.74719226252236,27753,350
99.75256664182277,29063,350
99.84437679049013,31286,350
100.07026631733093,102411,350
100.21029021293312,121040,350
100.24035445660859,46490,350
100.4837248334219,174735,350
100.98938001943652,1521576,350
101.05091569582528,1521576,350
101.14843015068928,137654,350
101.23678181668953,65594,350
101.28885179212662,27319,350
101.35262893827606,323978,350
101.4062322751946,21003,350
101.4366146926784,2154194,350
101.4455842756905,41999,350
101.49614990763537,142961,350
101.82157757914115,4063051,350
101.87983301915571,155609,350
101.92031168458347,56146,350
102.15339328344163,30169,350
102.23096398767476,652448,350
102.44556081586758,4270809,350
102.61978563353853,135456,350
102.79401510876347,21061,350
102.8485810298828,2173451,350
102.97665188000717,323980,350
103.41193417919689,179901,350
103.61555017533601,180936,350
103.79867427516203,129471,350
103.88942825216638,345995,350
104.06437126223874,496383,350
104.17430368174843,379225,350
104.20122993721596,20602,350
104.25439614105497,27327,350
104.28002229297351,158311,350
104.44406006837231,13429,350
104.45919487183622,112541,350
104.47309553282493,13256,350
104.50545287516567,15936,350
104.57680275292631,98145,350
104.6031726182892,417340,350
104.79988039591775,48812,350
104.91589800034171,223520,350
105.68265077213479,21214,350
106.19445943605179,2067699,350
106.30199720920564,22357,350
106.39739546884188,46478,350
106.41534657155336,22752,350
106.66254703820476,142277,350
107.19124071899705,142961,350
