arrived_at,num_prefill_tokens,num_decode_tokens
0.013806955264134231,94728,29
0.05177361460855182,68250,61
0.15816864482322812,71061,26
0.4205040289684642,107189,30
0.6424670602506701,119135,46
0.6978197865186088,95355,45
0.8929216264743555,98899,33
1.189988280185892,137646,41
1.4643651525118677,72208,35
1.8580895117598426,116731,43
1.890328727919731,110611,38
1.8905193499292348,113239,42
2.0458606747863537,68400,24
2.7434738415151427,73819,62
2.7935628109016584,62362,32
2.9215390343962286,108115,27
3.0128794157939747,96903,42
3.642584610919246,61470,48
3.711401181994403,133473,39
3.8415439646775593,116594,24
3.893715558793704,143894,42
4.0491143158041245,91437,55
4.304186136970492,83139,61
4.3820275513843825,70990,38
4.528575823827314,131777,34
4.532997720207736,76089,32
4.541089274474609,141311,63
4.635856803865269,69624,57
4.665284130718926,118136,27
4.900713512753779,69639,25
5.082155673867744,62796,58
5.127935370004319,107697,24
5.555343123309867,146763,36
5.7679511146609626,63035,46
5.866327899478875,74652,64
6.059412180509196,87679,48
6.175303291293977,66735,35
6.290497054834398,85454,42
6.46508774456848,61786,34
6.645586234958456,106689,35
6.951331324646054,126127,44
7.0150473233688295,83634,32
7.324164166591823,147421,38
8.072532908297383,147887,48
8.399016860753452,72225,64
8.624118379960635,113154,34
8.789524437233391,90577,54
8.8265671150311,75056,43
8.872393418671948,125887,61
8.928437572065267,139220,29
8.963742231046227,137881,57
9.014033805437354,135910,41
9.170699067039738,63484,37
9.176619241050894,112017,30
9.286255299125024,70363,29
9.30686291800742,120819,29
9.312624723453924,129828,24
9.795813438692605,67078,40
10.173428183572675,75721,46
10.222107272677896,71276,51
10.266596571883412,100600,59
10.639653185397497,99437,50
10.765259198055807,70328,27
10.801246182400797,66080,25
10.895432927004308,115951,59
11.055673559107113,78040,32
11.257150953785043,145281,30
11.420271812657688,68992,51
11.47513416555333,93080,44
11.490491425679673,115616,45
11.75234910724889,59325,33
11.995438309008438,77690,37
12.014275687174596,114505,52
12.11202193504396,140123,57
12.128395395113666,147498,31
12.6440790592047,70180,41
12.7914032833926,107051,38
13.280569066257407,147534,30
13.419486220072875,71464,47
13.673293463165114,98527,30
