arrived_at,num_prefill_tokens,num_decode_tokens
0.1297331774811997,75029,10692
0.5070433841110074,58578,29693
0.5490203106928709,68716,12852
1.1899288694391867,63872,14888
1.299997757036482,68688,24907
1.5762619535545817,68619,16660
1.797773182876895,66698,22697
1.8285815556943383,68856,26344
2.317651983847143,67102,28298
3.1780416335444386,63535,21460
3.182359447973271,68707,22364
5.299134210530003,71434,14626
5.739320818785537,77067,21369
5.786940568480386,64096,26164
5.842029085646061,75024,26647
7.722140011966665,74527,24601
7.7320158830057295,68363,17011
7.836870502834569,75685,10654
7.892314072176693,69062,10583
7.906812608988914,72574,17811
8.030109838005773,67652,24156
8.640705129596919,61926,18338
12.810511009811385,76743,31431
13.080839019944353,62849,35000
13.200965977474212,69829,15584
13.427027460454795,77934,11803
13.729007872034495,70401,11919
14.843062709630193,65578,17566
15.37155774883245,67193,32188
16.117203141463,77204,10482
